9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9,
9, 7, 7, 7, 7, 7, 2, 1, 6, 6, 5, 5, 6, 6, 1, 1, 1, 2, 7, 7, 7, 7, 7, 9,
9, 7, 7, 7, 2, 2, 2, 1, 6, 6, 5, 5, 5, 6, 1, 1, 1, 2, 2, 2, 7, 7, 7, 9,
9, 7, 7, 2, 2, 1, 1, 1, 6, 2, 2, 2, 2, 6, 6, 1, 1, 1, 1, 2, 2, 7, 7, 9,
9, 7, 2, 2, 1, 1, 1, 1, 6, 2, 2, 2, 6, 6, 6, 1, 1, 1, 1, 1, 2, 2, 7, 9,
9, 7, 2, 1, 1, 1, 1, 1, 6, 6, 5, 5, 6, 6, 6, 1, 1, 1, 1, 1, 1, 2, 7, 9,
9, 2, 2, 1, 1, 1, 1, 1, 6, 6, 5, 5, 5, 6, 6, 1, 1, 1, 1, 1, 1, 2, 2, 9,
9, 1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 5, 8, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9,
9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 8, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9,
9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 8, 8, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9,
9, 6, 6, 1, 1, 1, 1, 1, 1, 3, 3, 4, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 6, 9, 
9, 8, 8, 6, 6, 6, 6, 1, 3, 3, 4, 4, 4, 4, 3, 3, 1, 6, 6, 6, 6, 6, 8, 9,
9, 8, 8, 8, 8, 8, 8, 6, 3, 3, 4, 4, 4, 4, 3, 3, 6, 8, 8, 8, 8, 8, 8, 9,
9, 8, 6, 6, 6, 6, 6, 1, 3, 3, 4, 4, 4, 4, 3, 3, 1, 6, 6, 6, 6, 8, 8, 9,
9, 6, 1, 1, 1, 1, 1, 1, 1, 3, 3, 4, 4, 3, 3, 1, 1, 1, 1, 1, 1, 6, 6, 9,
9, 1, 1, 1, 1, 1, 1, 1, 1, 6, 8, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9,
9, 1, 1, 1, 1, 1, 1, 1, 1, 6, 8, 8, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9,
9, 1, 1, 1, 1, 1, 1, 1, 1, 6, 8, 8, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9,
9, 2, 2, 1, 1, 1, 1, 1, 1, 6, 5, 5, 6, 6, 1, 1, 1, 1, 1, 1, 1, 2, 2, 9,
9, 7, 2, 1, 1, 1, 1, 1, 6, 6, 6, 5, 5, 6, 1, 1, 1, 1, 1, 1, 1, 2, 7, 9,
9, 7, 2, 2, 1, 1, 1, 1, 6, 6, 2, 2, 2, 6, 1, 1, 1, 1, 1, 1, 2, 2, 7, 9,
9, 7, 7, 2, 2, 1, 1, 1, 6, 6, 6, 2, 2, 6, 6, 1, 1, 1, 1, 2, 2, 7, 7, 9,
9, 7, 7, 7, 2, 2, 2, 1, 6, 6, 6, 5, 5, 6, 6, 1, 1, 2, 2, 2, 7, 7, 7, 9,
9, 7, 7, 7, 7, 7, 2, 1, 1, 6, 5, 5, 5, 5, 6, 1, 1, 2, 7, 7, 7, 7, 7, 9,
9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9,
